,Prompt,Image link 1,Image link 2,Image link 3,Image link 4,Image link 5,Image link 6,Image link 7,Image link 8
302,"cute orange dragon with green eyes made of lego breathing fire, sitting, spread wings --testp --ar 2:3 --upbetaMelydron",https://cdn4.telegram-cdn.org/file/PmP7LD7_PkgwDWgmyIDVlFVCCsWM0KaDdDmltf7vZoNX2dC01lDWiOgCG92XwdURilOij-1ZX76eAX99e6yAmHKqqQEgYiEO38OLyxicry8MKA32-7pjsskfFIGT9QFxJy0Sdqtj8HSaWyV5o5qBd5gSLz7_Wty1BJOUIxuSCtKYDPOAjuKad1RqiCa97fk_rUKalOcLCjcWJ_yJbwS3p8rSC05AFrTJdwqo1GY5DglWg2wbjTtEofKAya-dUU1XMYm9bRELVN_t35rUBUNR1phYTA0vNcYDz4v9c0wkJWDslzCwA--kCeZhBixf77VuW-vy2bfVTH0KY4Ro43oMZA.jpg,https://cdn4.telegram-cdn.org/file/JwS6uNJrnLw9q2F4ZWbewTkDWKbrs5mFPVm2r__caeh1OT7LTiPT-GPJa5NcAV7Bph0xdwF_YF0qBUpWEwMfJo4gPgZuuYX_gbGNGQNU4YPD0s797Z_MqbzOambekQThnY0o3dvTSPMmJRRv4bRzsujhJivtY3iNeLKBYMZTYmIXdjREaoRvUTI6WWDfOzbHJZttgkfpygB2Eca3VX8EjvU8b7Mf8LYc9WRt4VsCwrfyR_movGF6KqRm9J-K2mYFerKlaIXpOeVE2eCBH5n75yW7qhwRvBOM9in6Y5SZQ21Ld6Jc1krblvPeETTpdVoEGu811s_Od9thQMeXJzr7HQ.jpg,https://cdn4.telegram-cdn.org/file/dNVT6o6X53kbRJrYozdGd6qAKFYw7SqNmbOiFmThl_HINnV0p8x4_kf_ngcBm310xft8yz8epZUEu1Zqm5MHSOfqXvtadOc6zw_oPYAgIRKKla4mj9m2nYLxVP3OyauqKSTG0lRFtpEVI1KgglUSDuve-36uKbdZ7HJut5xWb3HzgB8ywGFwBNbSshfYA-9TLJ5MaAV5iCdS66YOytlSgz77U__06TdtY8RFrk8w1xZhJZ1L-RphPGQlgcUbAXhMg9CuMPNUfu5GLOIKYLlFcdgaWG48Iqi_YgMLFBeKJuMl3ZvZ1KEbAfXn1Jo-9bNZhJVZhEKYacgGPzHlB_Cmhg.jpg,,,,,
303,"Jimi Hendrix as a spirit, psychedelic expirience, smoke --ar 6:10 --testp --upbeta",https://cdn4.telegram-cdn.org/file/no8GQZkIm7PNFATvgkpGWwGRB12-LORNGomCqUb8iyP9hc6hCwcoJlnY-svqO8IYat93Nz9i0rZvf01AinugnODl4oGS7-1axdkjUVL2jelU1gcP3Mg3uWG7znYSmDW5BEbPTnXP7I92W14jeOZ_tNM2dzdyw4tzq3vWAFRQtmdukqT5K0pys8dTxpCJOf3ahlFU-DrFcwElgx55IagMsYULkxem7i0a4zURTunQ-F8bPqvbXTJA_4JF-OY0VRdHTX6dmUfvqmwzkMdawSzC1ZOA0Mi7UI-PsredaywGeCSnTAbIjrmuZazpy2DN_rgp124iuoWdKJcLEleVM3vuCQ.jpg,https://cdn4.telegram-cdn.org/file/RPzt0RZnA0DznQRfaax_87F4Ti7bdiHb2j7uieZLgKCgJw4yz-r2wp993MmDRAFjY7CcE4N-8963pfztpKfvhSu8bOvJBeEkYEcaDZXzXcmR_LEW4GnTH-FBLDe8q0KEUKenxH7AG6EiHHn9Zcf6gsebeLLAP97GgsoNvqAobtdtA1uJ3trEOIPkGzOqPBQvf1uN5r09dCCP7vDN2pXf5tUQmQXrPvX7VGICUO-Ew3eTOdBZAWxk_j5qyzewTMGQqre1S75QdOYk07-8ZSLB07wfrp4GH8CVHQpJ4US8z56h5sHEz2mu4PzTYoXV78-VMKCa6_ySda0G3ujGr59AZw.jpg,,,,,,
304,"painting by  jean - baptiste monge of a small fat Rabbit adventurer dressed in a warm overcoat with survival gear  on a winters day with snow, ,  jean - baptiste monge , anthropomorphic --ar 2:3 --testp --upbetaXX Sulla XX",https://cdn4.telegram-cdn.org/file/MBd-WM6MItWCTCOZUOP2UbFHyifokKqHqsFXzFyFIUOwQXuF1EP5ix1EcDKuI28Gl906X1RyX4NxF3qU_H9m27ZrSR0Z9PMKqwJCeKj4yruiYn0AxI_liagrl2yUbA-z_tX7lG1JOJu2kUcnyeZ1KznzMkCBJUFzEZO-RPlXdPCQvlx7ylPjB2uGbvrd9R4rZTaeqo8P8hbhfAnPJ7JCggpyxax6br3-85_3uhSWIJv9GAWetQtQHcdfAymBgDrp0p6LwC0FdCYbnLHterQ6PecctLWK094T5kZWPG-FShUVrY_S-sWbI_QxTv619m--yV5gcjjy7hLMsZZAF8TcMQ.jpg,,,,,,,
305,"**Dwayne ""The Rock"" Johnson as Superman, studio lighting --ar 2:3 --testp --uplightSkywalker",https://cdn4.telegram-cdn.org/file/dGJ557qVE5SU5oDnmmqQCIejZE-w6L-zbk0Hpi59srpaITff3CzKYQyqhVlZS8nPCatNX9yOKc1W91MOQO1pRDKL2dFIE3r_qsLAa1O52XmpZ5sPX18liU8vmRTrqrL3vesJlJ-uimFJ-WjAQR58EUewjztJXIrqhnffvgUYJfjfhP2Ym4HPbyWwrKXILSkZ1rd7QsWTidxztZRtV_cjmFD8BBDwvg5G9uD5M6IZmiFZOn_-Qm5cxpQbMQ_Rtzr50RKkKADwCBObLQzK74u68FZ2yYUbER-KfIJGURNxFVhJk80SMi9dunkVlT3Z1MYFeca40oUsc3spmiLhFKuUhw.jpg,,,,,,,
306,saucerful of secrets --ar 10:6 --test --upbeta,https://cdn4.telegram-cdn.org/file/tkLMEpOebzm6dV-RGNmCXHFAqQCbZKDrv1TK088RcH-TMiu9ezaMFyh3pR-Cj2I6md6ZXPAenyif20ysLQAPZpfDyTEpKpsLBmtquglz8MuJToJ8GaMZkhlCMoEH11OOabFsAs9DG_UBitsbHZYQn4IKbaWJOW9c6lzPNvMZ4SnELlNjyFWiwMdOuaUftX_wAeKDsef64ziRjCl9rmwZl9yHDwGiywdhlpqUZx23SqBYr8LK_KIvjesmUC_SUOcIKAF8wvdWUTL_YSGomHyE_nxeRrQAQrv85MyTHg8MbzbSr9wM9keQag3D03Jx81PCAvOt7hUicxmz-oHcQ4Kd1A.jpg,https://cdn4.telegram-cdn.org/file/rUe20d4NGZCW7WWnptWBZTPupB1rRaUefcORAAXVObKTdUT4wTVAiYJH-DyKDWuZKfWxmydoen35DRIFFDle5PFQhTYk9aW8bEG9WgEddVapR211RiqS10oR7Tf9DL2bh1GSz8LAy614NmEB76BWJ08HFBIG9ORhPz9ftpAqdZEHfWoh50j4jsntEsEvVznky4kiu6_qkHFRZv82egqbN51PbBVyDe7XvLs9iIeyURQEdsZTQnrkGdB6uGlHdUGWoDMdmGwZ5AGrA6QoViSGf-XKqnB8aeVlfuKODPvd0Z1QItvyTN4j16zQ9EEDn4RKMNWFopT-ZcQy3T-vjadJJA.jpg,,,,,,
307,astronaut cries in space and tears are pulled to his eyes --ar 5:7 --testp --upbeta,https://cdn4.telegram-cdn.org/file/c7tJzzQrNNN2icrzwp6ptT_aO0XG5GcHq4-sSRFiqNGd248SrbYyW-O86dfrY6QoQLX-bIYlNTTn-BBA9VkUunFDf9DvpNw20KQJPc4eR5FpPkb6EFdVUb1eLD3bkfrM0DA9wyp7YUninnERFjAtp5ERfZoX1unsXQ1nEpfS0ztpfII_iMC0mQ0uLZpOojMM_N5FQgKVzd4gV61_vCPascFKZHlGVLXYqMfDKTX3PdxWhXNdFBvLmVCxoJNOLaUPIq4Y71PZ8OPIYUnziVDhhYbU7qPFQmhQJm679jXn6mMVr0Hn6t4XmDthyO30uxjXfgUu1DSqqkjxr5R6ezAOMQ.jpg,,,,,,,
308,"<https://s.mj.run/gwMBkWq_EDg> potrait of legendary snake, photograph,octane, realistic, glass texture, mirror pallet, Silver pallet, volumetric lighting, mirror image, symmetrical, Fibonacci, hyper realistic, detailed --ar 9:16 --creative --test --seed 6000 --upbetatarget999",https://cdn4.telegram-cdn.org/file/LQ6kX2o0Y2jakwhVAOfTE3yMNNLUtZ7dAQ7meD77lViNNWQhZw2AI0tzA9siD4ouFtCfDdA2Dx5tJBcvpIYGO1OAz_ujDrUlCBsg8X-KH4RO3rUZnjA85NbYf0ndp_xYnWW8ZHVNtAbXPJ5uR3HQDkvF_nzDU6PfY4wfqyOi1-bCL-w_S6sfMzE5cj4ZzHXRyyHIgfG3fkT2swxbc_8Up0YZ8hKNE9PmRs2ha0a1GGej2c8595P-kmOrgBE5VyQufT-93PrRYyTIAA0nVshw0tqs61H8ZTG5WdY4znvyqNnAdAZTTxBysTfqvOyMrVPHLRKImTjhAqphpKBSZCxzLg.jpg,,,,,,,
309,"Tiny cute and adorable cat dressed in large streetwear clothing , wearing sneakers , anthropomorphic , studio lighting, fashion photography --ar 9:16 --testp --upbetabergi82",https://cdn4.telegram-cdn.org/file/JbUNcT-67vjwLqUDIDnYYr_LR7P3OAci6MQ-SlJAFemkgiCHpfukI9PmAaoEeRFGvY3J52MQ2NjwzJ7ZH_Vr1ZxQonKhaCagzwc--GnKoJU47pPIqjDWi_sIuAzP5AIZBpibdGPN8yqZgNbCxFF6YxkA3J7ia7xSJs0VXyrRSRsBUXQfXXItW-_Rkz7h-0Q84uz7sULd0DvzodM4Xdr67ZYI8DWD_P61d85eyiAE4JXZN6PGbUCfeTOq_C-HmYWq0A_OTpC7uMHSrBmcfD5tmwrb86Grtnnzrq2moQdaM1m3j0imB-LUjJ-MaXxFfT1vVlcB7ihV_t-AeaPBX6g0Pw.jpg,,,,,,,
310,"<https://s.mj.run/J2wyXn0ZR3E> Astrological gold skull 💀, illuminated manuscript, atlas of the world, art nouveau art deco style, by alphons mucha, highly detailed, stained glass, intricate, 8k --ar 2:3 --test --creative --upbetaLucaslua",https://cdn4.telegram-cdn.org/file/oTzS2DfrhJ58Pm_7qRFSd_bX9Rqx5AEzqavq6we1fPzgEzpzZRi1OwIlEIH_kk2ctQpF67JEXLNZskejNEaRJzV0CVqFWC0fGWAg0lZv_G5ubZxaX8GHcSPi-HP28sziZQBpJqkGPzDYzGQkX8e3GjZdKHcXxsB9D59HlmgRw49dewaEcYZ7ZdQqmKsRKYJVcC229b-kATg3l60KU_HhXcxo3lO8eUsGH56eNXrvaX8_KBRQBL5Mxpi5Pad2hma9wJx22RQz5hVeIqoQrvs2Sp0GCgCKdVONjoisU0sw4hlA-48RzUMzAD1KA47ohfTDSCdGvBfsIsdJwsLumfEUWQ.jpg,,,,,,,
311,"Anthropomorphic majestic eagle knight, portrait, finely detailed armor, cinematic lighting, intricate filigree metal design, 4k, 8k, unreal engine, octane render, --testp --ar 9:16 --upbetakresnek",https://cdn4.telegram-cdn.org/file/TKtUzgMpDbwQQtN1a8N3Xr6TACIFauCC6xZ5xZd0yPXqv0FN0C-KGC_ELv8NUrLyPM-mca52_GbtJSl-ZRZoH4MtEzymUSGj5XJhloquAV4b2X_izkLvKF6Ydy-RUUmVNNtp-Tf_rL0pGndqaKKuMo88NNN5Zlw4V6kqMEZI04Li37aa4PLVBuz7kDViJic_3bU_SjlSW2dESkqwchcNcHD27nD24A3tFeRsU3mBrpaYowPHGdwl8rbs6AdvoelBTC9LX_eixeRiyTiJV6FxDtpdfq54QG3sCfZEKKN6MGFmZ_XZhyUPTJvwtAXxI6fZov-DxgS9vEstHGPbJiG5ng.jpg,https://cdn4.telegram-cdn.org/file/kOGSGDAMUfogfUm5XGOHFXZG87bA1cxqLI43zgdivofjFaBfxUHkIoR-r8L58WsYnomA2Rcqsc47xE7wHm58Gl4m8CPN98fBWKqgM2C8kAwvoL98xKzbzBInyxJgBAHFpgzN0OLOczKcyA1TUKoHUUM3g3ipQbjXINreaENEBlvfE8AfAYlBEEsduk0cSPqstzZzKdpVI68nzYt0l3yUXvUxp0XSnj7NnnD9bgGDhomCbapsbkBtRr5PbdEoz5BiCuIFS8XzoaViDfAoH19ndm_w6tGtQq928eWZabP5qro5ScQjanNfhV0UN3ccpHyf_U9DSvcVVm9vCnZq-WvaCw.jpg,,,,,,
312,"Tiny cute and adorable monkey dressed in large streetwear clothing , wearing sneakers , anthropomorphic , studio lighting, fashion photography --ar 9:16 --testp --video --upbetastarshadowx2",https://cdn4.telegram-cdn.org/file/WFUQIJgVStqwcFoXcHwZECrfyFhDBM1smU8mgohKbQ-odKXPZChFvcYXKXi6MKs5NHbjcj5jLQW2UhJyS1JWEOXMhTrnXoX9_ujXDI1R1oIH6clbNhOXQvj65rpfODxoV490WkZjROT-E6CouyVJbYh4Q8sN4A7Kz3Bll2FFO5sCBznG_IQshAWspEY8aoyZGaLxLD_pmkzZK0S1p3nXKFMXIKoW8oJTnSQzSRildSnxTUtODdIzNeeItCpRF1SsCbTFAtoiI8fHDlo9QAfRo19j1A97xExi1O3W1ljAdW9PY_6fgsc6SEdZ8mNwQdMy7mg6h2hd1AdAMtKJvjAhjw.jpg,https://cdn4.telegram-cdn.org/file/LQ2zd35KRnwHMmc2z8vN-xGCcT5xTwQJmRihZvThDaN8xxNuRPL6-2-zviDCXDQmjHdwJSoVpBWWRKCOQAPI1YgvsCrFZjrZh_gvtocsMXxImfGE1rdXSIZIb2doYDN9_qnQ8qCLIuMPJnB4iyB1UDs_tSMeD85NfRObpdvCm2z6gbcksoAhGVA0kwYuukv8nmjTemm1uBdoQgpY2ZyzTuBG-C5BWnUlDzGZKSWcjTjiwYESbYaZ01JHK_6EZ8srpU0LZ-AtQvn22eRVCRKZK-23tOaA9YpDKcyWTEtFb1pByABV6s0IL6wZRqysE6RWbJ6-NbRcxRNmchZC78LFJQ.jpg,,,,,,
313,"anthropomorphic majestic bernese mountaindog in the night scene, portrait, neon, finely detailed armor, intricate filigree metal design, studio light, brass, silk, cinematic lighting, 4k, 8k, unreal engine, octane render, --ar 2:3  --testp --upbetaChuchuchu",https://cdn4.telegram-cdn.org/file/UVNj_L70XkLKCAjgO9OolAM-nD4MMQHaIjxSPq9mvz10_IARGYqwhRr_-scgYz767bIXlF_so9lZZmD0XeViSW4QjFqYRlp5izecoUi7j6kbUK5L5AbV19OSmQsDLQxg0CihIJDGI9e2YUGPxg63xq0HTg-uCO03R3OEMP0L5asFaGKf64Pcw6HDzmTGgnrKrk_hge0bX26YK83FaLzSvwD4c_xSTkniGQVKheEHlXl82jOO91W0DenMD9qT1mCpQy4t7W-RRHAiNhEBuEizBYMMAY2uOBP0w908nWM4I2sZAB84i-21789XgsrFREbDAMaBCrFsurVVrTAcgYpnTw.jpg,https://cdn4.telegram-cdn.org/file/TdCfV_rclqLtNU8kx-iNV50kNw_Tqp2KwwOBxMlgcXHQDAbjA5sUeAwMB3nlRfsKqxWw-0MrbagsOYwVg4_omBX0DPmxM0Hjj61C1UVFBVceITlIqevhgQWRpW1aS_KYysVS9s2mD_omCsF6pkojGWv_zh0X1eXvvgob0XR5HX6nhvAbndIfXAPo321urzYe5hJQBQjn0_NtaAbC__aP9wRmMKw9KQzhILwikfFOg6WCHS6nCCS3grZC2r6IabEjxTRJns8Haqilao8AQf25HXPrfUM9Bk1D4q_1HgOes6px1b__VK5Ul9rkKIheAEHCag8xhOSj70jQA3AKJGL6ow.jpg,,,,,,
314,"photorealistic Tiny cute and adorable bunny is dressed in a hunting suit with a hunting rifle on the hunt against the backdrop of the forest, wide angle, anthropomorphic, dramatic lighting, hyperrealistic, anthropomorphic , dramatic lighting --ar 3:4 --testp --upbetarajsekhar.m",https://cdn4.telegram-cdn.org/file/rXK_V3SVpHdjJhgACacJ_0akxg07SE7WuQ3H1n-Mb0LJ84KlgM5fWugQfYYm8ZQmUs71Wc2JnXgImpGivSrFjMf6nmmuZqAoBOPZGgrpsVMXwiqrnzXEo-L9Fs55ROFuju3nFzK54ePmpo6NUH6XrOXTGAq0pcKnuG7KE9xktUa-13athCVZjGze_vox8kNCZDnukXJuqhZUwjLM9ps92viIbsYeKv0GlnUh-OI-5CUV1l8dFyYL4Mw6GVCatSZs_qNR6OZ_GnYdqOgqzFVVGki1D7qFdSDzjbT_cC5hcWKQIzbphEej1O1OZ0LQDqhpM4veajnbyaesB6NEVuk9wA.jpg,https://cdn4.telegram-cdn.org/file/k0bg8UfZOXOih418E6x284rJWE3FcO6isbKgLhacZ0SNhNB0G8lowPOxi2XXDmLF65QLKZFNK5DfFV6xPENzB7DmWn2c_n4KJE0VKsGDNdcgbLT-fza9eaw7uIQTKEo6zVe-SsjwGpmwBcn5_VevVAhrP3RIaP1TwxgBZnVMAFH9R5PRG5ch2UjbOlyGkaQS8W2HfMToASdrOwtxvWc3bVUIq1QF9IBHZdjcd-7ZiCtVLeRVdyT_fBsblToxexZrvjzOrV7Pci2WOd6EkhyyOgJ_Ey-mvqGb8yfPo5TNovnmjfVZuANZUlTUwqNZTthuxdPwIHzp_iRHUgBHymzMTA.jpg,https://cdn4.telegram-cdn.org/file/VctIkPftzu_0lUqY88uW6uFhPyMTuuUCHEz9qQDY3qVKilSILqXg8ytkLqwDD-UxhJrFEP1frFNG7_c7PulhTJCc2TWnXxHwDgt6RTxegMksOTTnetf4qiptD12UWrQ74Ke5DueHwZ9lqrg_0SZI_ezJvWZAr29LZraVfNzdXslKP3a3Ru05xlGBl6DNfiKeld0ag6PcJQKB2CmshEEuKBTX57v6X28d5d6bWQcGXwGivD32v85lsIJ4HZA-hwsL6mzTq4rZLzq2ppnDteUvEg1EFyx7zdscXOmA2luAAwpFAT7YnKQOAbt9XEFSRWHolTI4xBagXIfljdmnH7Qq7A.jpg,,,,,
315,"<https://s.mj.run/_-2ii3ZExPg> closeup of floating fractal textured DragonMonk meditating above a crystaline lake, cinematic lighting, volumetric lighting, by moebius an mohrbacher and alphonse mucha, muted Synthwave colors, post-processing, wet, inner illumination, dripping dewdrops, Lotus Flower --ar 1:2 --test --creative --upbetaBrandonMc",https://cdn4.telegram-cdn.org/file/pZhZl4Ooe8-hLeUnC4BZS_Dr93v8GSfPzX9ENZVQCY0QPPAIKBNBaqs98ay324EJAMSAxnelaMrxni53f4A7qwzTm64YS-8V1zhfAjcL9oKwCxMhYqwOPaso3YGo7dp-icSuBwEcEQIazyLPB673lwjbTl92E9eWINUkxHTtC1U3g9x7A8uqwzm95bYzhsBr0KJ0fqCByM9bp_3eOJG83nieRyIb2OGeuo52oWh8NtKfFvMzBcJu4OST_1iC6jatkYabGs8DhmfuwUAoJ6SHQtqY-VhYfAbP6zfawxsgz3BxrVjyXb9iWwa_mo2eAtq34UDesdZis9slz7aiXOS-FA.jpg,,,,,,,
316,"<https://s.mj.run/4JPw0eaIBGc> an anthropomorphic god of frogs sitting on a red and gold throne, being graced by scorpions, with lighting, with gold particles --test --creative --upbetaddobleb",https://cdn4.telegram-cdn.org/file/eu9M15sKkalcp8XPGrPgFpwRU2ldPH08B-bfXOH5NLF_cWPVI5rWuus7UPV5CoArQl48uiFbR3nGaoSEysJzpcPouJ2SGZkY4J1D2LT4KT_N7vKl6PBO0arK5M8qwPDAzM3B1aoIIA_rfRVjsQqCtGHNpx6msFxh_QcnrdVBLB2WdwxisquRYy_fEmccXlaMUQBi0IP-erE7rGi6LZIDnzYA2Rb9pVxWHG8WQmIjmgpfUaTCpUxMZKolRQwcN9l3t1bA76KJ_lTlNhr6X93eCVNi1MQEQgLMUx-pcAYb1qgReWWJQFsU_CR58jCmck0i-Aov49BZMYPyGDSpGwwQjw.jpg,,,,,,,
317,still life with cheese and grapes --ar 2:3  --test --upbetaBenedar,https://cdn4.telegram-cdn.org/file/jOrICoevH4IWhlVNx2WbpqemN93QHUt4s0nAJ4UrtpelEQlFmJuDC1gceo9KO1CsmMissiav7wcbI3_0JvSFh1vo8fXSaDxgjuaqjzJFdkO5L9qpahMtbXB4wUmCgE5pdIRf-HDyc46jMme0vJrWRrQED4_ArKhrnnXFcUuXxLliSbbCvH-ZgVDUKCSlbG9Me_hmTqBOKEC_kIvHOSiqG-yN6CBOhskiRDblXhOnqU4kZ2c3BthFOiVsgxV6U6UWkGBj_RcE-lnd-5gXt6GXFSM4YuwKN_E2LTusXu1lRD1RTNrGUapyzqZOBiWJsUqxgSDlj1dRJOzO9SxXxTlRyg.jpg,https://cdn4.telegram-cdn.org/file/ANLIZD2TQKzMgeq14wVDsWJXzKHEVYPWyJRwGt2-Yr2bDcsoQ64oSttQ26tU-Tc7_7p-tPLC5uSNZB1HbHR85BDPmi1zHEYj8dGnnIM5aLQrJwCpoFM36EsLFGJjt0p-Xm41I0jd3p6Pvvfa1dstRaJ-2Wzl_zKVIFYkQmdk3qgwFknS1RlSzG11aKRHJKIZn8NfhDpMLjfI7kOQstJf7CrViRHq31s179BAsHPTqfmyps6SdFhvbgGL3kE23ZqXfYqBlFuytWv4s-_W8jWgaXJ6JwAow7myCJtwVABtzAnQEqLFnVzEZrVYlEFU2c-E3ZWvtjNluUd7h5QmVLUBvA.jpg,https://cdn4.telegram-cdn.org/file/t788E-w9xuu1U2gEaP1mNvrCCeL8lrmbj485vK6pWKKw6cHGiRpqXxAcYCdDpW1j8xNmdmQ4cXp4gJyTKUt569W0qlgDKEqRsLJ-G7uDNtVvp0471cMymxgc5MEt94OSmCqWQ0TZ-lkgHL4d6RXccTsVQUfFoG5vBTwdPdbQlVzH5EA2J7vqw1Lh8tmW9swo3LAFTQAvhm7-158B1sJv953kvhFOpYcffWOfiqneTZcCMQlscuHs97lKuWht30enRDPNfRTzY6IudSdtmhxxzWMIZZiReTE_QJ40_2SSOW-I-1x05kxz-hnQWL-jjHwE58N2qqR9qNR4i_SCjdrNrA.jpg,,,,,
318,"South American Indian fire totem, + fire, epic --ar 6:10 --test --creative --upbeta",https://cdn4.telegram-cdn.org/file/ferCOVUBOiZ3xAxXuPSNeovTte1gRZajvkWUwXu4vlok_hcpVHfXhh1SUVII8rdT5BhiRTXAM11MTqbxDIKA-xYVIjdkkvhGsLNptz9Dt7-F-zqsSym0IJIPsC1hmLKl7FcH1qx5jEyo5c9xCNmi2FY88PxEYDR9DB0TUBTmOx6aEETXKtGPRDdurNYzZzqc9gvgBN-G-5wjHsxufJsakVT5FPNzaf6f-v1kGzhLV97aoqKCXvgEbDmYJrV_HSTQJHM-Ep4T0J7NecV6qOmAfutz_q3DTl4PWu5aHmjGZ2_0B07CWJ6nJvPBEE_OCcG5y099H7sL4gCfQSqBWrkCYw.jpg,https://cdn4.telegram-cdn.org/file/jQuqe6-78cnejzkuLlVoJi5vvvkXePPu604iOYbCZ3vGEwBJzxKI8C5i7CO5HIaf83OKcYxJLZboZ3ai7grT4MO9gmTVh2vNH0xGhckT8i4xjCABn12NE_4AgW-BTMktQVYD0DQ1Okjr5ry859zrwF-UiLNncKarEMeJstYgPpD1BOoZSDbj0IXtGi_9D6kiHzh75wfsjB6p9T5vASor0vLdjMEPszisYLn3ClgJAxBi0MtLouBbQ0mmTm-NvDmOGoB_17_8xXbhj81ZouWXtNPzCr1RjNqfxB8npBEMg-EHmGRRXE6cXO6wz8J_hzah2abzqB3HMLXyedQHYmTmMg.jpg,,,,,,
319,map of humans life --ar 10:6 --test --creative --upbeta,https://cdn4.telegram-cdn.org/file/SJPhjEhiDpnjNN7q9_4DDhB4-6V2j1QegzudCGHENADFEr82W_Txame5kDpKQTNss6wwP5JVb7fTyBldvqe1Rih5m6GGZyhDwr62S-sIcBTNpaTPqmmSjBWzF8VlT6FY03kTEsQwUAzsAiXbMyS6aoxtJVGoEWnWddrXMCRBnlHIzxuxz0hqydMsg9RCpEpygk2VGBHbRHNZ_hMfutfR-vxgBmEjTuFZyI0_jq7756IjhfkOCarOk-flQ867uyYljfOKTPF_IhtN_5eCaESq1sa9jM8nYHdq6vJWe-IRHbhCGTnO2kZPwGL48Tn0qwav3JmJt7glgOrFOnXRCJDXdw.jpg,https://cdn4.telegram-cdn.org/file/C7wd7vD9pZ8Z-3yCtdsSUYaPt_FdZ1lq_5Q-3raLQtaW3dDnUaSqX9UmN7vB0bTA7OOZtJA3uw2TBFjp9CbTQ74MMHLZDguOJa6H5k8YIPcolhfqonFDj6D6G3O3ztrMla82b-3XKke24-GYncgkZ5HP6ZHMU6PPgn76VsLvX7u1O_4WOFvncA1RF3oyIYiGBbvwkRtXuVEMR8WAFWhu3DxqlDZmJfwGgANO0AW4Rf8P7aWfWjWURUllK3uUA_gbZ9ZK9iqPcThd58mdIk86jshYGxk8iKtPHvhIHnFYqQEXyVgS0khU8Ix2DkpgKCHuMTy7J0e3fNevw9DhFVoleg.jpg,,,,,,
320,"giant omnious catfish as all knowing creature, + expressionism, otto dix, hard brush strokes --ar 2:3 --testp",https://cdn4.telegram-cdn.org/file/i5Wf-h2GZhCWQ97WeQPWhWF7S-Nvg1a9Yfy1HNVoYNHxSyc1IpCfBQB0E-NtfH1v8J4MxEHnc-80Bmd8dbJHYrobQmxtKy6q3bS1SixxOOHaVWbHlF07XXSYv1Dnc2j4U_Bq17Hu87m3aVy_ztnG0YV7Xbdr6e7K7juoGOd4MO3h34XvrFkCMhC2053VEw3LQMJn3ssMPc333AoAKur35eYYf4N2arg_55sSjWlWnDs7KNpCXynZ2GijiOFpaQdvHeTLshmgiIWCwjXDwwb1i1fzlrYBtS0fjYVB6QEUxogbD4ZNhDpVoTEcc59x-sCFQPOyVxkKXVcf4OV0m3cMkQ.jpg,https://cdn4.telegram-cdn.org/file/CIuAfYgOXEdyuZuPzZZTjtAconb6g5uohs4iBxkRuyK4h1w33H8NQuo9PWjp_vBJ4lQp_cxu0cCQtUip9CiYmsAEss25vHNnv5Pzug62o_SCRvq8lzUXdteU84oCQWgmplyN-xIZUezuyKsKba86OzgZyLhcG9hvWX6nVJgylc5Mp27i_20yCqTD6c-tXF5r6GerFXSN-9UOPTt2CRh64alJ0M-_9KTAdS2rE3jj9hkuxU3Z-nSTVnjPnkA3j1uD6eT20H7vVXYJapqsE-dfqO3bBrXp4Yadis_IMbkLKFjtqgpzsDQ1ppnS7PAMqlTXcucX69h5KCJp1xcnm5rc1Q.jpg,,,,,,
321,"<https://s.mj.run/Hr7wTS4LfME> a beautiful angel, ethereal, painted by artgerm, Alphonse mucha, Akihiko yoshida, sakimichan, krenz cushart, low angle shot, digital painting --ar 9:16 --test --creative --upbetahistoricupcake",https://cdn4.telegram-cdn.org/file/qzAXYAr6Fu6juJ86aBMHjWIilKZojX639VMNw8tN0XaTGkGO-kgPfiQA6-x374YmRqgJxe0aSYNOpw7QBKzadr6rkWjWmvKs-BdDKk8po8IJSf9_uywk5CfMP5SREpSgBn8aFIE7BP58y1TYbhxCmPJ1GYk-5220Ed0GMYm_UeFrzcgwXiByDbFG20agQcbTFWGwrHoVBPg8t79Yu8f-IfDCU0zhfbtcy1xyw6HgijYtLHqrHVu7rt_O72cuNE0t1NXbl4knPh6pgXxA0Pljqvko6NTAFO714KrurEtEKFyM3Iu0I7K2ns73QHGwkwXvXQ3e-3zGNe4QtMLId6Mq6A.jpg,,,,,,,
